2.80000000E+00	1.45000000E+01	5.38000000E+00	1.00000000E+02
1.10027383E+01	1.44320088E+01	5.45248001E+00	8.60491476E+01
1.68710210E+01	1.25459743E+01	5.86600432E+00	6.10969583E+01
2.29641225E+01	8.89245229E+00	6.18451124E+00	4.30356446E+01
3.23076383E+01	6.38219779E+00	6.01996243E+00	3.24150527E+01
4.15730197E+01	4.67357583E+00	5.42189119E+00	2.78103477E+01
5.04110617E+01	2.88655238E+00	4.69821952E+00	2.53179760E+01
5.85344352E+01	1.20718981E+00	3.99867965E+00	2.42644205E+01
6.57500952E+01	-1.30379615E-01	3.39809449E+00	2.41006815E+01
7.19674921E+01	-1.11392478E+00	2.91304006E+00	2.41000000E+01
7.71859743E+01	-1.86195876E+00	2.53594729E+00	2.41000016E+01
7.87133469E+01	-2.07762680E+00	2.43077140E+00	2.41000006E+01
8.01402166E+01	-2.28007940E+00	2.33143176E+00	2.41000000E+01
8.27084849E+01	-2.64408409E+00	2.12906893E+00	2.41000000E+01
8.49251565E+01	-2.94507068E+00	1.90332250E+00	2.41000000E+01
8.68264859E+01	-3.17732896E+00	1.62601186E+00	2.41000000E+01
8.84486629E+01	-3.35752648E+00	1.18359898E+00	2.41000000E+01
8.91660000E+01	-3.42800000E+00	6.00000000E-01	2.41000000E+01
