-180	0	0	0
-175	0.1736	0.0099	0.0218
-170	0.342	0.0392	0.0434
-165	0.5	0.0871	0.0647
-160	0.6428	0.1521	0.0855
-155	0.766	0.2322	0.1057
-150	0.866	0.325	0.125
-145	0.9397	0.4277	0.1434
-140	0.9848	0.5371	0.1607
-135	1	0.65	0.1768
-130	0.9848	0.7629	0.1915
-125	0.9397	0.8723	0.2048
-120	0.866	0.975	0.2165
-115	0.766	1.0678	0.2266
-110	0.6428	1.1479	0.2349
-105	0.5	1.2129	0.2415
-100	0.342	1.2608	0.2462
-95	0.1736	1.2901	0.249
-90	0	1.3	0.25
-85	-0.1736	1.2901	0.249
-80	-0.342	1.2608	0.2462
-75	-0.5	1.2129	0.2415
-70	-0.6428	1.1479	0.2349
-65	-0.766	1.0678	0.2266
-60	-0.866	0.975	0.2165
-55	-0.9397	0.8723	0.2048
-50	-0.9848	0.7629	0.1915
-45	-1	0.65	0.1768
-40	-1.0216	0.5422	0.1416
-39	-1.0239	0.5206	0.1346
-38	-1.0162	0.4991	0.1276
-37	-1.0185	0.4775	0.1205
-36	-1.0108	0.4559	0.1135
-35	-1.0031	0.4344	0.1065
-34	-0.9954	0.4128	0.0994
-33	-0.9777	0.3913	0.0924
-32	-0.96353	0.28972	0.05151
-30	-0.96034	0.2563	0.03891
-28	-0.95716	0.22288	0.02632
-26	-0.94406	0.19412	0.01542
-24	-0.93096	0.16535	0.00452
-22	-0.90466	0.14171	-0.0039
-20	-0.87836	0.11807	-0.01232
-18	-0.84588	0.09862	-0.01749
-16	-0.8134	0.07917	-0.02266
-14	-0.77281	0.06434	-0.02352
-12	-0.73222	0.04951	-0.02439
-10	-0.69346	0.0381	-0.02269
-8	-0.65469	0.02669	-0.02098
-6	-0.45069	0.02036	-0.03892
-4	-0.2467	0.01402	-0.05686
-2	0.02948	0.01292	-0.07166
0	0.30565	0.01182	-0.08646
2	0.56697	0.01193	-0.09545
4	0.81993	0.01247	-0.10235
6	1.06139	0.01355	-0.10706
8	1.28736	0.01523	-0.1094
10	1.48403	0.01797	-0.10793
12	1.63878	0.02239	-0.10258
14	1.71231	0.03217	-0.09482
16	1.60446	0.05845	-0.08937
18	1.4184	0.09922	-0.09427
20	1.30631	0.13948	-0.1041
22	1.25093	0.1784	-0.11503
24	1.19555	0.21731	-0.12596
26	1.17741	0.25524	-0.1369
28	1.15927	0.29318	-0.14784
30	1.14777	0.3328	-0.159
32	1.13626	0.37242	-0.17015
33	1.1509	0.4288	-0.1366
34	1.1629	0.4501	-0.1406
35	1.1648	0.4712	-0.1447
36	1.1565	0.4922	-0.1487
37	1.1482	0.5131	-0.1526
38	1.1499	0.534	-0.1565
39	1.1415	0.5547	-0.1604
40	1.123	0.5753	-0.1643
45	1.0304	0.6772	-0.1833
50	0.9756	0.77647	-0.19437
55	0.9208	0.87573	-0.20543
60	0.866	0.975	-0.2165
65	0.766	1.0678	-0.2266
70	0.6428	1.1479	-0.2349
75	0.5	1.2129	-0.2415
80	0.342	1.2608	-0.2462
85	0.1736	1.2901	-0.249
90	0	1.3	-0.25
95	-0.1736	1.2901	-0.249
100	-0.342	1.2608	-0.2462
105	-0.5	1.2129	-0.2415
110	-0.6428	1.1479	-0.2349
115	-0.766	1.0678	-0.2266
120	-0.866	0.975	-0.2165
125	-0.9397	0.8723	-0.2048
130	-0.9848	0.7629	-0.1915
135	-1	0.65	-0.1768
140	-0.9848	0.5371	-0.1607
145	-0.9397	0.4277	-0.1434
150	-0.866	0.325	-0.125
155	-0.766	0.2322	-0.1057
160	-0.6428	0.1521	-0.0855
165	-0.5	0.0871	-0.0647
170	-0.342	0.0392	-0.0434
175	-0.1736	0.0099	-0.0218
180	0	0	0
